DateTime,Price
2023-10-09 14:39:49.089467,13.15
2023-10-09 14:43:26.612338,13.2
2023-10-09 14:47:53.197417,13.13
2023-10-09 14:56:44.139007,13.53
2023-10-09 15:03:03.814811,13.15
2023-10-09 15:07:45.638857,13.58
2023-10-09 15:22:08.524673,13.16
2023-10-09 15:25:46.536345,13.16
2023-10-09 15:29:23.987244,13.43
2023-10-09 15:33:01.369843,13.2
2023-10-09 15:36:38.816511,13.2
2023-10-09 15:40:16.516158,13.15
2023-10-09 15:43:54.275568,13.19
2023-10-09 15:47:32.188067,13.15
2023-10-09 15:51:10.161190,13.15
2023-10-09 15:54:48.472134,13.19
2023-10-09 15:58:26.654209,13.19
2023-10-09 16:02:05.792915,13.19
2023-10-09 16:05:44.291890,13.47
2023-10-09 21:02:43.881211,14.18
2023-10-09 21:06:22.662895,14.2
2023-10-09 21:10:01.558555,13.75
2023-10-09 21:13:40.554217,13.8
2023-10-09 21:17:30.983311,13.98
